pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
7237,A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.4,CONTRADICTION
7239,A dog is catching a ball in mid air,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.2,NEUTRAL
7240,A brown and white dog is jumping in the air with a tennis ball in its mouth,A ball is being caught by a dog in mid air,3.7,NEUTRAL
7241,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is missing the ball in mid air,3.3,NEUTRAL
7242,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is caught mid air with a ball,3.6,ENTAILMENT
7246,A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,4.7,ENTAILMENT
7252,A woman in a shirt dyed in black is sitting next to a fluorescent green bag,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,2.8,NEUTRAL
7262,The man is doing a wheelie on a mountain bike,A man is riding on a bicycle with one wheel only,4.2,NEUTRAL
7267,There is no brown duck with a green head flapping its wings in the water,A brown duck with a green head is flapping its wings in the water,3,CONTRADICTION
7268,A bird is fiercely flapping its wings on the water,A bird is flapping its wings on the water,4.7,ENTAILMENT
7269,A bird is resting its wings in the water,A bird is flapping its wings on the water,3.7,NEUTRAL
7270,A bird is fiercely flapping its wings on the water,A brown duck with a green head is flapping its wings in the water,4.2,NEUTRAL
7271,A bird is resting its wings in the water,A brown duck with a green head is flapping its wings in the water,3,NEUTRAL
7274,A brown duck with a green head is flapping its wings in the water,A bird is flapping its wings on the water,4.3,ENTAILMENT
7276,The brown dog is not playing outdoors,The brown dog is playing outdoors,2.7,CONTRADICTION
7277,A furry brown dog is running through the grassy area,The furry brown dog is running through the grassy area,5,ENTAILMENT
7280,The furry brown dog is not running through the grassy area,The brown dog is playing outdoors,3.1,NEUTRAL
7281,The dog with the brown coat is playing outdoors,The furry brown dog is running through the grassy area,3.8,NEUTRAL
7287,The elderly lady is not waiting on the sidewalk,The elderly lady is waiting on the sidewalk,3.9,CONTRADICTION
7291,The elderly person is waiting a lady on the sidewalk,A woman in a fur hat and fur coat is standing outside a building,2.1,NEUTRAL
7292,The elderly lady is waiting on the sidewalk,A lady in a fur hat and fur coat is standing outside a building,3.4,NEUTRAL
7293,The elderly lady is waiting on the sidewalk,A woman in a fur hat and fur coat is sitting outside a building,2.4,NEUTRAL
7294,A woman in a fur hat and fur coat is standing outside a building,The elderly lady is waiting on the sidewalk,2.5,NEUTRAL
7298,There is no young child running outside over the fallen leaves,A young child is running outside over the fallen leaves,2.9,CONTRADICTION
7300,There is no young child running outside over the fallen leaves,A young child is running down a gravel road that is covered with dead leaves,3.1,CONTRADICTION
7302,A young child is running outside over the fallen leaves,A young child is lying down on a gravel road that is covered with dead leaves,2.65,NEUTRAL
7304,The man in the straw hat is smoking a cigarette,A cigarette is being smoked by the man in the straw hat,5,ENTAILMENT
7306,The man in the hat is smoking a straw cigarette,The man in the straw hat is smoking a cigarette,3.6,NEUTRAL
7309,The man in the straw hat is smoking a cigarette,A person is wearing a straw hat and smoking a cigarette,4.7,ENTAILMENT
7313,The man in the hat is smoking a straw cigarette,A man is wearing a straw hat and smoking a cigarette,3.6,NEUTRAL
7314,A man is wearing a straw hat and smoking a cigarette,The man in the straw hat is smoking a cigarette,5,ENTAILMENT
7315,A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street,A man is wearing a blue checkered shirt and riding a unicycle in the street,4.6,ENTAILMENT
7316,A man is wearing a blue checkered shirt and riding a unicycle in the street,A man is standing shirtless in the street,2.4,NEUTRAL
7320,A man is wearing a blue checkered shirt and riding a unicycle in the street,There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street,3.5,CONTRADICTION
7322,A man is standing shirtless in the street,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,2.3,NEUTRAL
7332,Three men are not staring at the big green hills in the distance,Three men are looking into the distance,3.6,NEUTRAL
7334,Three men are staring at the big green hills in the distance,Three men are looking into the distance,4.3,ENTAILMENT
7335,A mountain is being climbed by two men,The men are climbing a mountain,4.7,ENTAILMENT
7340,The men are climbing a mountain,One man is climbing a wall made of rock and another man is holding a rope,3.4,NEUTRAL
7343,A mountain is being climbed by two men,One man is climbing a rock wall and another man is holding a rope,3.7,NEUTRAL
7344,One man is climbing a rock wall and another man is holding a rope,The men are not climbing a mountain,3,NEUTRAL
7346,Two children are playing on a statue,Some children are playing on a statue,4.3,ENTAILMENT
7347,Two children are playing on a statue,There are no children playing on a statue,4.1,CONTRADICTION
7349,Small children are getting off a statue in a park,Small children are climbing a statue in a park,4,NEUTRAL
7350,A climber is parking with the children by a small statue,Small children are climbing a statue in a park,2.6,NEUTRAL
7352,Small children are getting off a statue in a park,Two children are playing on a statue,3.3,NEUTRAL
7353,Two children are playing on a statue,A climber is parking with the children by a small statue,3.2,NEUTRAL
7358,A blonde lady is looking at a tower,There is no blonde lady looking at a tower,4,CONTRADICTION
7359,A woman is looking at the view of a city,The woman is looking at the view of a city,4.9,ENTAILMENT
7362,A woman is turning her back from the view of a city,A blonde lady is looking at a tower,1.6,NEUTRAL
7364,A woman is looking at the view of a city,There is no blonde lady looking at a tower,3.7,NEUTRAL
7365,A blonde lady is looking at a tower,A woman is looking at the view of a city,2.8,NEUTRAL
7367,A person is sitting on a mountain top,A person is standing on a mountain top,3.7,NEUTRAL
7368,A man is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them,4.7,ENTAILMENT
7370,A man is standing on the top of the rocks with clouds behind them,A man is standing behind the rocks with clouds on top of them,3.5,NEUTRAL
7371,A person is standing on a mountain top,One man is standing on the top of the rocks with clouds behind them,3.7,NEUTRAL
7372,A person is lying on the top of the rocks with clouds behind them,A person is standing on a mountain top,2.4,NEUTRAL
7375,A man is standing on the top of the rocks with clouds behind them,A person is sitting on a mountain top,3.4,NEUTRAL
7381,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,"A child, who is young, dressed for cold weather, is standing outside",3.9,NEUTRAL
7383,A young child dressed for cold weather is standing outside,The smiling boy in winter clothes is waving his mittened hands outside the building in the snow,3.2,NEUTRAL
7386,A kid is smiling at the camera and swimming underwater,A child is smiling at the camera and swimming underwater,4.7,ENTAILMENT
7388,A child is playfully swimming underwater in a pool,A child is swimming underwater in a pool,4.5,ENTAILMENT
7389,A child is swimming underwater in a pool,A child is swimming on the water's surface in a pool,3.2,NEUTRAL
7390,A child is playfully swimming underwater in a pool,A child is smiling at the camera and swimming underwater,4.1,NEUTRAL
7391,A child is smiling at the camera and swimming underwater,A child is swimming on the water's surface in a pool,3.1,NEUTRAL
7392,A child is swimming underwater in a pool,A kid is smiling at the camera and swimming underwater,4,NEUTRAL
7397,A yellow kayak is being ridden by a man and a young boy,A man and a young boy are riding in a yellow kayak,4.9,ENTAILMENT
7398,A man and a young boy are riding in a yellow kayak,A man and a young boy are jumping off of a yellow kayak,3.6,NEUTRAL
7399,A man and a child are kayaking through gentle waters,A yellow kayak is being ridden by a man and a young boy,4.4,NEUTRAL
7402,There is no man and child kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,3.9,NEUTRAL
7404,An American footballer is wearing the red and white strip,The American footballer is wearing a red and white strip,4.9,ENTAILMENT
7411,The American footballer is not wearing a red and white strip,A football player is wearing black armbands,3.4,NEUTRAL
7414,There is no dog chasing a ball in the grass,A dog is chasing a ball in the grass,3.1,CONTRADICTION
7416,A dog is chasing a ball on the grass,A ball is being chased by a dog on the grass,4.9,ENTAILMENT
7417,A dog is chasing a ball on the grass,A dog is losing a ball on the grass,3.7,NEUTRAL
7418,A dog is chasing a ball in the grass,A ball is being chased by a dog on the grass,4.7,ENTAILMENT
7419,A dog is chasing a ball in the grass,A dog is losing a ball on the grass,4.1,NEUTRAL
7420,A dog is running after a ball in the grass,A dog is chasing a ball on the grass,4.7,ENTAILMENT
