pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment,row.sentence_A,row.sentence_B,jaccard_score,Num_words_Sentence_B,Num_words_Sentence_A,difference_in_words
347,A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,2.8,NEUTRAL,A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,0.26666666666666666,11,11,0
351,A dog is chasing another and is holding a stick in its mouth,A dog is chasing another and is holding a piece of wood in its mouth,4.6,ENTAILMENT,A dog is chasing another and is holding a stick in its mouth,A dog is chasing another and is holding a piece of wood in its mouth,0.7142857142857143,15,13,-2
354,Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,4.3,ENTAILMENT,Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,0.6923076923076923,11,11,0
358,A dog is chasing another and is holding a piece of wood in its mouth,Two dogs are running and carrying an object in their mouths,3.9,NEUTRAL,A dog is chasing another and is holding a piece of wood in its mouth,Two dogs are running and carrying an object in their mouths,0.09090909090909091,11,15,4
360,Two dogs are running and carrying an object in their mouths,A dog is chasing a stick and holding another dog in its mouth,3.2,NEUTRAL,Two dogs are running and carrying an object in their mouths,A dog is chasing a stick and holding another dog in its mouth,0.1,13,11,-2
361,A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,4.0,ENTAILMENT,A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,0.1,11,13,2
362,A dirty soccer ball is rolling into a goal net,A soccer ball is rolling into a goal net,4.5,ENTAILMENT,A dirty soccer ball is rolling into a goal net,A soccer ball is rolling into a goal net,0.8888888888888888,9,10,1
363,A soccer ball is not rolling into a goal net,A soccer ball is rolling into a goal net,3.4,CONTRADICTION,A soccer ball is not rolling into a goal net,A soccer ball is rolling into a goal net,0.8888888888888888,9,10,1
366,A person who plays soccer is kicking a ball into the goal,A soccer ball is rolling into a goal net,4.1,NEUTRAL,A person who plays soccer is kicking a ball into the goal,A soccer ball is rolling into a goal net,0.46153846153846156,9,12,3
367,A soccer ball is rolling into a goal net,A soccer player is kicking a ball out of the goal,3.2,NEUTRAL,A soccer ball is rolling into a goal net,A soccer player is kicking a ball out of the goal,0.38461538461538464,11,9,-2
370,A soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,4.3,NEUTRAL,A soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,0.5454545454545454,10,9,-1
372,A man is sitting on a chair and rubbing his eyes,There is no man sitting on a chair and rubbing his eyes,3.8,CONTRADICTION,A man is sitting on a chair and rubbing his eyes,There is no man sitting on a chair and rubbing his eyes,0.8333333333333334,12,11,-1
373,A man with tattoos is lounging on a couch and holding a pencil,A tattooed man is on a sofa and is holding a pencil,4.4,ENTAILMENT,A man with tattoos is lounging on a couch and holding a pencil,A tattooed man is on a sofa and is holding a pencil,0.5384615384615384,12,13,1
374,A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,2.9,NEUTRAL,A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,0.7692307692307693,15,13,-2
375,A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil,2.6,NEUTRAL,A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil,0.7272727272727273,13,11,-2
377,A man is sitting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and is looking for a pencil,2.1,NEUTRAL,A man is sitting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and is looking for a pencil,0.29411764705882354,15,11,-4
378,A man with tattoos is holding a couch with a pencil,A man is sitting on a chair and rubbing his eyes,2.0,NEUTRAL,A man with tattoos is holding a couch with a pencil,A man is sitting on a chair and rubbing his eyes,0.2,11,11,0
379,A man is resting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and holding a pencil,2.5,NEUTRAL,A man is resting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and holding a pencil,0.3125,13,11,-2
380,A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,1.6,NEUTRAL,A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,0.2777777777777778,12,13,1
381,A man with tattoos is lounging on a couch and holding a pencil,A man is sitting on a chair and rubbing his eyes,2.4,NEUTRAL,A man with tattoos is lounging on a couch and holding a pencil,A man is sitting on a chair and rubbing his eyes,0.3125,11,13,2
387,A brown and white dog is running through the tall grass,A black and tan dog is running through the low and green grass,3.8,NEUTRAL,A brown and white dog is running through the tall grass,A black and tan dog is running through the low and green grass,0.5333333333333333,13,11,-2
390,A white and tan dog is running through the tall and green grass,A brown and white dog is running through the tall grass,4.6,ENTAILMENT,A white and tan dog is running through the tall and green grass,A brown and white dog is running through the tall grass,0.7692307692307693,11,13,2
391,A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.8,ENTAILMENT,A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,0.7777777777777778,20,15,-5
392,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.1,CONTRADICTION,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,0.8095238095238095,20,21,1
393,A sitting man is busy writing something in an area covered by paint,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,3.7,NEUTRAL,A sitting man is busy writing something in an area covered by paint,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,0.55,20,13,-7
395,A man is sitting near a bike and is writing a note,There is no man writing a note near a bike,4.2,CONTRADICTION,A man is sitting near a bike and is writing a note,There is no man writing a note near a bike,0.6363636363636364,10,12,2
396,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,A man is standing near a bike and is writing on a piece paper,2.6,NEUTRAL,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,A man is standing near a bike and is writing on a piece paper,0.20833333333333334,14,20,6
397,There is no man writing a note near a bike,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,2.7,NEUTRAL,There is no man writing a note near a bike,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,0.17391304347826086,20,10,-10
398,A man is sitting near a bike and is writing a note,A man with paint covered clothes is sitting outside in a busy area writing something,3.1,NEUTRAL,A man is sitting near a bike and is writing a note,A man with paint covered clothes is sitting outside in a busy area writing something,0.2777777777777778,15,12,-3
403,A group of scouts are camping in the grass,A group of scouts are hiking through the grass,3.5,NEUTRAL,A group of scouts are camping in the grass,A group of scouts are hiking through the grass,0.6363636363636364,9,9,0
404,Some people are walking,People are walking,4.7,ENTAILMENT,Some people are walking,People are walking,0.75,3,4,1
409,Some people are walking,A group of scouts are camping in the grass,1.5,NEUTRAL,Some people are walking,A group of scouts are camping in the grass,0.08333333333333333,9,4,-5
410,A group of scouts are hiking through the grass,Some people are walking,3.2,ENTAILMENT,A group of scouts are hiking through the grass,Some people are walking,0.08333333333333333,4,9,5
413,Two men are taking a break from a trip on a snowy road,Two men are breaking into a car during a trip on a snowy road,3.0,NEUTRAL,Two men are taking a break from a trip on a snowy road,Two men are breaking into a car during a trip on a snowy road,0.5333333333333333,14,13,-1
